sentiment_coeff,sentence,sentiment,sentiment_rate
"[7.5400604373148274, 0]",nuhun nyak,1,3.7700302186574137
"[24.60614524637703, 20.462859342017907, 20.14865820599139, 21.743351687956963, 21.967258484815744, 4.209043815263148, 15.879250785867304]",pak kalo uang nya aja sabi ga,1,18.430938224041352
"[0, 0, 0, 0, 21.743351687956963, 10.551355744638256, 8.791752838354096, 0, 0, 0]",finally tinggal nunggu teknis nya nih gimana mudah mudahan memudahkan,1,4.108646027094932
[1.8577203459720637],alhamdulilah,1,1.8577203459720637
"[3.880360928215232, 4.8804909830095315, 3.880360928215232, 4.8804909830095315, 3.880360928215232, 4.8804909830095315]",woman dancing woman dancing woman dancing,1,4.380425955612382
"[3.581895316936221, 0, 11.9179649275084, 0, 12.00761735309502, 24.60614524637703, 15.54404129497309, 23.224061849289537, 0, 3.1779746475787785, 21.054195874878666, 12.00761735309502]",300 ribu selama sebulan cukup pak tapi kalau dua bulan tidak cukup,1,10.593459488644312
"[8.342834701255844, 0, 0, 23.949859845910467, 3.1455834593974443, 8.67479551880497, 5.623267269787831]",terimakasih telyuu muach face blowing a kiss,1,7.1051915421652225
"[12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes,1,17.342116499528814
"[0, 25.670098798085004, 16.160470069993472, 22.34959285909023, 2.3786260430199486, 4.601776917966248, 2.190267183094869, 23.949859845910467]",awas di pake buat tiktok lu weary face,1,12.162586464645031
"[0, 5.2703060756865705]",pertamina kapan,1,2.6351530378432853
"[10.543254597810902, 23.091829314617673, 9.114679479800547, 28.347989528796663, 0, 0, 21.04566292176771, 0, 0, 27.39853095151287, 7.1126227937948405, 21.967258484815744, 24.60614524637703, 12.786423097001768, 15.240931564195778, 0, 27.39853095151287, 6.490001078877856, 7.1126227937948405, 0, 12.786423097001768, 15.240931564195778, 22.69505775487729, 17.924818148284746, 20.400002087964094, 0, 27.72594088605488, 28.347989528796663, 10.125797961779023, 9.096983374370769, 0, 0, 22.69505775487729, 25.670098798085004, 0, 15.660432547051537]",saran karena kartu yang digunakan oleh mahasiswa berbeda kirimnya ke gopay aja pak jadi nanti ngirimnya ke nomor gopay masing² jadi nanti bisa beli kuota sendiri untuk yang belom punya apk gojek bisa di download dulu,1,13.072944897444886
"[7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973]",fire fire fire fire fire,1,7.496338617675972
"[6.934395957484648, 6.152804392110045, 21.967258484815744, 24.60614524637703]",kirim mentahan aja pak,1,14.915151020196866
"[10.543254597810902, 28.038398044701818, 25.670098798085004, 0, 20.819146806675157, 11.883281940251178, 17.087558738518734, 25.670098798085004, 0, 23.091829314617673, 6.754782273771763, 23.94834615610421, 0, 28.347989528796663, 25.670098798085004, 0, 13.793051183201154, 0, 0, 13.811511003396197, 20.14865820599139, 27.72594088605488, 0, 0, 0, 0, 25.670098798085004, 12.659909348821733, 29.67113496319793, 0, 17.924818148284746, 20.400002087964094, 27.058805467637313, 0, 23.091829314617673, 0, 27.058805467637313, 23.557310129908487, 0, 27.72594088605488, 0, 18.442847059281977, 14.815724753061126, 15.240931564195778, 23.557310129908487, 12.108888315131194, 23.949859845910467, 17.17747863040405, 14.239074539068866]",saran saya di tunaikan saja pa jangan di kuotakan karena sekarang kondisi darurat yang di perlukan dalam kehidupan berkeluarga itu uang untuk daya mempertahankan kehidupan berkeluarga di rumah dan sisanya beli kuota kami cukupkan karena pekerjaan kami juga terbatas untuk membayar bpp semester nanti juga smiling face folded hands,1,14.23173090863914
"[20.400002087964094, 29.67113496319793, 0, 0, 0, 23.557310129908487, 12.661551932189285, 24.60614524637703, 17.17747863040405, 14.239074539068866, 17.17747863040405, 14.239074539068866, 17.17747863040405, 14.239074539068866, 2.564068690301686, 3.3565079204002117, 7.942578836744124]",kuota dan diamond mobile legend juga boleh pak folded hands folded hands folded hands haturnuhun mantap kampusku,1,12.882879959735389
"[19.239648878279354, 13.793051183201154, 10.920665617536907, 6.343299476685978, 20.14865820599139, 6.812797508031863, 23.949859845910467]",semoga dalam bentuk tf uang relieved face,1,14.458282959376731
"[11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006]",red heart red heart red heart red heart,1,12.31635713179157
"[7.039352652090706, 7.84593787215387, 7.039352652090706, 7.84593787215387, 7.039352652090706, 7.84593787215387]",two hearts two hearts two hearts,1,7.442645262122287
"[25.284310090541325, 23.557310129908487, 24.60614524637703, 0, 12.659909348821733, 28.038398044701818, 15.879250785867304, 22.88279881445002, 13.65956464817592, 10.548506411991664]",mau juga pak bu rumah saya ga ada wifi sedih,1,17.711619352083527
[0],allhamdulillah,0,0.0
"[17.087558738518734, 0, 12.344022635368287, 14.680569555216598, 0, 0, 0, 12.344022635368287, 28.347989528796663, 2.9766259221425253, 10.206077481385444, 0, 19.826683780469835, 0]",jangan tanya apa kampus berikan padamu tanyakan apa yang telah kamu berikan pada kampusmu,1,8.415253591233313
"[24.60614524637703, 4.672436771831022, 21.967258484815744, 3.5879751037890832]",pak mentahannya aja gabisa,1,13.70845390170322
[3.503846229659982],mantul,1,3.503846229659982
"[7.618307022385751, 11.050762305415656, 0, 4.56780184700096, 0, 9.720037925357095, 28.038398044701818, 5.046865778737816, 20.821548799198307, 22.644803515935426, 19.991453332194787, 23.949859845910467, 9.54110520646235, 0, 21.967258484815744, 28.86007692205497, 8.57787059185857, 0, 0, 23.949859845910467]",pakk tolong diperpanjangg pembagiannya yaaa sampe saya masuk kuliah loudly crying face biar virusnya aja yg cepet beres frowning face,1,12.317300473397008
"[-1.0464023410261014, 8.330681591204891, 24.60614524637703, 13.464566986850604, 0]",skripsi gmn pak hehe arief,1,9.070998296681285
"[15.350085281849346, 16.16680262924563, 24.60614524637703, 0, 13.854323854118563, 22.34959285909023, 12.75355994294832, 20.125481828339538, 0, 17.087558738518734, 22.34959285909023, 0, 0, 0, 0, 29.67113496319793, 0]",terima kasih pak adiwijaya dipakai buat belajar ya dek jangan buat push rank tik tok dan mantap2,1,11.430251658986796
"[0, 24.60614524637703, 8.748082997111048, 0, 0, 0, 0, 0, 0, 17.17747863040405, 14.239074539068866]",nhunn pak rektor pamugi sing barokah kangge urang sadayana folded hands,1,5.888252855723727
"[2.2253941804678083, 15.58640915603588, 12.608562517959507, 15.58640915603588, 11.335749165769135, 13.296965097814006, 12.108888315131194, 23.949859845910467, 23.611044010781132, 12.108888315131194, 13.743825228007266]",luv u tel u red heart smiling face with smiling eyes,1,14.196544999003953
"[0, 0, 28.86007692205497, 7.75550262385769]",direktorat kemahasiswaan yg mana,1,9.153894886478165
"[22.34959285909023, 12.75355994294832, 12.052821119479336, 10.366388211083422, -1.047215376056006]",buat belajar yaa bukan mabar,1,11.295029351309058
"[18.442847059281977, 23.557310129908487, 0, 15.154276198608368]",bpp juga dipotong dong,1,14.288608346949708
"[14.680569555216598, 26.474804430584268, 14.182969861874255, 15.54404129497309, 0, 0, 0, 0, 0]",kampus kita negeri tapi (isi sendiri) sharella alfatriana puspitaa,1,7.875820571405358
"[4.700127737005267, 24.60614524637703, 10.9360398726983, 14.76785330469702, 20.462859342017907, 22.69505775487729, 13.107410512953546, 7.285742826073832, 18.442847059281977, 14.815724753061126, 4.815339976450132, 14.815724753061126, 27.03235144753129, 20.381504951756035, 0, 0, 6.513629406672832, 14.733252144536689, 9.592957148117275, 17.030621719722305, 0, 13.942593306378045, 25.670098798085004, 0, 0, 28.038398044701818, 0, 19.239648878279354, 22.88279881445002, 0, 0, 28.86007692205497, 22.69505775487729, 4.9843855310746905, 21.04566292176771, 0, 0, 16.698537861929953, 19.836097420359863, 13.811511003396197, 24.60614524637703, 19.239648878279354, 0, 21.204059676660677, 8.018354496917027, 0, 5.131999533056142, 17.17747863040405, 14.239074539068866]",maap pak punten subsidinya kalo bisa sama diskon bpp semester depan semester ini hanya bates uts lah gak lama dari situ indonesia di timpa musibah saya bedoa semoga ada kebijakan finansial yg bisa membuat mahasiswa merasa terbantu akan hal itu pak semoga kebijakan telkom university tepat ') folded hands,1,12.531771800306306
"[24.60614524637703, 8.791752838354096, 0, 11.883281940251178, 20.793529754531342, -1.0464023410261014, 24.60614524637703]",pak gimana masalah pa atau skripsi pak,1,12.804921812123512
[0],wuihh,0,0.0
"[2.564068690301686, 24.60614524637703, 17.17747863040405, 14.239074539068866]",haturnuhun pak folded hands,1,14.646691776537907
"[8.791752838354096, 8.444716662454697, 0, 7.694372766590685, 24.60614524637703, 17.17747863040405, 14.239074539068866]",gimana cara ngambil kuotanya pak folded hands,1,11.56479152617849
"[18.263484058208185, 27.03235144753129, 2.9710493864656007, 13.85095710342176, 11.883281940251178, 0, 20.821548799198307, 20.442424596227387, 9.390502779574746]",org ini gausah dikasih pa gapernah kuliah online soalnya,1,13.850622234542051
"[1.8794406205241505, 0, 20.821548799198307, 25.670098798085004, 9.399850865567632, 23.557310129908487]",ayo adik2 kuliah di telyu juga,1,13.55470820221393
"[4.035925775486613, 0, 0, 2.7456885997833442, 17.338688784127072, 23.949859845910467, 23.611044010781132, 12.108888315131194, 13.743825228007266]",enak kieu eung apakabar grinning face with smiling eyes,1,10.837102284358565
"[0, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",uhuuuyyyy smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes,1,16.516301428122677
"[0, 1.506533030854926, 0]",yeey dapat jii,1,0.5021776769516421
"[7.962105435704973, 7.405840275523034, 12.344022635368287, 13.953193947154475, 7.203485793776776, 8.022294078722362, 23.949859845910467]",pengguna halo apa kabar upside down face,1,11.548686001737195
"[14.680569555216598, 0, 8.795444801449408, 9.225988045974491, 20.125481828339538, 5.131999533056142, 27.03235144753129, 10.551355744638256, 0, 11.574386030355013, 0, 0]",kampus sultan mah beda ya ') ini nih mantan anak sultan surya,1,8.926464748880063
"[7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973]",fire fire fire fire,1,7.496338617675973
"[4.936681767844157, 4.846142869768318, 3.854043892199398, 0, 6.3156357938024925, 14.239074539068866, 6.3156357938024925, 14.239074539068866]",alhamdulillah bapak makasih banyaak raising hands raising hands,1,6.843286149444324
"[0, 3.3565079204002117, 0, 24.60614524637703, 8.748082997111048, 13.296965097814006, 3.1046562165621303]",emaaaang mantap maaciw pak rektor heart suit,1,7.587479639752061
[4.936681767844157],alhamdulillah,1,4.936681767844157
"[27.72594088605488, 28.86007692205497, 6.271217458438966, 12.786423097001768, 7.528971945778206, 0, 11.292989608695082, 8.791752838354096, 24.60614524637703]",untuk yg baru jadi alumni baruuu banget gimana pak,1,14.207057555861665
"[0, 25.670098798085004, 7.818518602684832, 10.902334670101986, 3.979571559473386, 13.65956464817592, 22.644803515935426, 19.991453332194787, 23.949859845910467]",allhamdulillah di home tak da wifi loudly crying face,1,14.290689441395756
"[11.883281940251178, 9.300518701471393, 0, 22.34959285909023, 11.574386030355013, 0, 23.557310129908487, 12.786423097001768, 0, 15.154276198608368, 11.883281940251178, 0, 17.030621719722305, 0, 8.723616386310379, 6.8629512541949405, 0, 24.60614524637703, 22.644803515935426, 19.991453332194787, 23.949859845910467, 22.644803515935426, 19.991453332194787, 23.949859845910467, 17.372520150618058, 10.551355744638256, 0, 7.026880202393812, 0]",pa refund comvit buat anak akuntansi’18 juga jadi 100% dong pa yakali dari 5jt cuman balik setengahnya pak loudly crying face loudly crying face kasian nih seangkatan rugi banyakkkk,1,11.856392930664615
[8.342834701255844],terimakasih,1,8.342834701255844
"[10.796262669890053, 13.811511003396197, 8.791752838354096, 0]",trus itu gimana prosesnya,1,8.349881627910086
"[24.60614524637703, 26.474804430584268, 15.879250785867304, 7.268261216450961, 2.3098333071329953, 24.60614524637703, 22.644803515935426, 19.991453332194787, 23.949859845910467, 22.644803515935426, 19.991453332194787, 23.949859845910467]",pak kita ga dapet jugaa pak loudly crying face loudly crying face,1,19.526389468405913
"[19.239648878279354, 22.69505775487729, 2.4046349283061734, 18.832596729223045, 0, 6.836889060375294]",semoga bisa ta dengan lancar guys,1,11.668137891843527
"[0, 12.608562517959507, 15.58640915603588]",mangat tel u,1,9.398323891331797
"[14.680569555216598, -1.129936274225937, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006]",kampus gw red heart red heart red heart,1,10.931097008967509
"[0, 2.3786260430199486, 4.5097154320174955, 13.107410512953546, 11.574386030355013, 9.399850865567632, 7.496338617675973]",beranda tiktok full sama anak telyu fire,1,6.92376107165566
"[1.4069826512208128, 10.551355744638256]",mantep nih,1,5.979169197929535
"[4.936681767844157, 22.69505775487729, -1.047215376056006]",alhamdulillah bisa mabar,1,8.86150804888848
"[3.3565079204002117, 6.864515909616013, 0, 6.864515909616013, 1.6042516919720304, 0, 6.864515909616013]",mantap gan teruskan gan rame amat gan,1,3.6506153344600407
"[8.438466685735833, 13.896550184672785, 0]",nah gitu donkkk,1,7.445005623469538
"[1.218629676827362, 0, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",mantapss betulll smiling face with heart eyes,1,12.56131602492449
"[24.60614524637703, 3.854043892199398, 15.54404129497309, 9.221475198430284, 21.967258484815744, 15.154276198608368, 24.60614524637703, 12.661551932189285, 15.879250785867304]",pak makasih tapi uangnya aja dong pak boleh ga,1,15.943798697759725
"[0, 0, 0, 11.335749165769135, 13.296965097814006]",uish mantapppp paaak red heart,1,4.9265428527166275
"[-1.0011009563506763, 27.03235144753129, 28.86007692205497, 11.593352755022858]",ah ini yg ditunggu,1,16.621170042064612
[4.936681767844157],alhamdulillah,1,4.936681767844157
"[10.969740505347822, 11.292989608695082, 8.876679450391974, 8.352994905943827]",pas banget butuh bulanan,1,9.873101117594675
"[14.298290672686512, 1.9359884523980435, 24.60614524637703, 17.17747863040405, 14.239074539068866]",sangat membantu pak folded hands,1,14.4513955081869
"[4.3396585213233365, 7.528971945778206, 7.268261216450961, 23.557310129908487, 15.879250785867304, 24.60614524637703, 23.949859845910467, 23.611044010781132, 15.225630841782104, 14.599676595500178, 11.652775888603351]",mantab alumni dapet juga ga pak face with tears of joy,1,15.656235002571139
"[3.3565079204002117, 3.854043892199398, 24.60614524637703, 17.17747863040405, 14.239074539068866]",mantap makasih pak folded hands,1,12.64665004568991
"[7.883706482934054, 21.967258484815744, 24.60614524637703]",transfer aja pak,1,18.15237007137561
[4.936681767844157],alhamdulillah,1,4.936681767844157
"[23.224061849289537, 25.670098798085004, 12.659909348821733, 18.96129084884488, 0, 13.65956464817592, 7.694372766590685, 0, 15.154276198608368, 2.705594239505701]",kalau di rumah udah langganan wifi kuotanya mubazir dong ((,1,11.972916869792183
[0],ite,0,0.0
"[22.69505775487729, 12.75355994294832, 17.001317805422595, 7.426086858464288, 0, 2.8259716405307937, 13.464566986850604]",bisa belajar lewat zoom sesuka kalian hehe,1,10.880937284156271
"[12.661551932189285, 4.419059533412175, 0, 21.743351687956963, 14.733252144536689, 20.125481828339538]",boleh minta mentah nya gak ya,1,12.280449521072441
"[4.936681767844157, 7.268261216450961, 12.677455641351257, 17.030621719722305, 18.442847059281977, 9.710754667144293, 0, 1.2414825212917675, 22.34959285909023, 0, 0, 0, 2.641569583615108]",alhamdulillah dapet 300k dari bpp 50% wwkakwkak lumayan buat nonton streaming film ),1,7.407635925830157
"[0, 13.85095710342176, 16.424541165590494, 26.474804430584268, 6.326302586245171, 17.512921666760498, 0, 0, 5.958419462765267]",haruslah dikasih subsidi kita bayar mahal gaes ingat tuh,1,9.616438490596384
"[8.444716662454697, 0, 0, 7.456935867061381]",cara dapetnya gmmn (,1,3.9754131323790194
"[22.69505775487729, 2.903870768730864, 22.34959285909023, 16.787473286452247, 20.442424596227387]",bisa dipake buat sidang online,1,17.035683853075604
"[0, 0, 21.967258484815744, 24.60614524637703, 10.794382805561996]",firmansyah cash aja pak katanya,1,11.473557307350953
"[11.593352755022858, 4.1687431963509365, 13.793051183201154, 4.56780184700096, 21.168095829089197, 12.344022635368287, 20.125481828339538, 24.60614524637703, 6.812797508031863, 23.949859845910467]",ditunggu sistem dalam pembagiannya seperti apa ya pak relieved face,1,14.31293518746923
"[24.833945697115738, 0, 23.224061849289537, 4.1687431963509365, 20.821548799198307, 20.442424596227387, 18.832596729223045, 0, 0, 0, 25.670098798085004, 0, 6.658664518310168, 12.786423097001768, 19.891639781166845, 14.094140046934225, 1.506533030854926, 0, 12.248411927672903, 0, 0, 17.030621719722305, 0, 0, 0, 0, 23.11647120433754, 0, 15.350085281849346, 16.16680262924563, 17.17747863040405, 14.239074539068866]",lebih bijak kalau sistem kuliah online dengan menambahkan fitur /fungsi di website igracias jadi semua info dapat terintegrasi tanpa adanya distrupsi dari kelemahan applikasi ‘third party’ mohon dipertimbangkan terima kasih folded hands,1,9.63311768975183
"[8.438466685735833, 0, 0, 0, 0, 14.680569555216598, 10.132092299437364, 0, 0]",nah ara manfate len rupene kampus ni ari gep,1,3.694569837821088
"[2.903870768730864, 22.34959285909023, 20.821548799198307, 20.125481828339538, 17.087558738518734, 22.34959285909023, 0, 0, 0, 23.949859845910467, 0, 23.949859845910467]",dipake buat kuliah ya jangan buat vc aannnnn grimacing face grimacing face,1,12.794780462065736
"[4.936681767844157, 20.125481828339538, 2.824469826181061, 19.239648878279354, 0, 11.542032013520027, 24.60614524637703, 20.400002087964094, 9.416112802686136, 6.041688577216262, 0, 0, 0, 0, 0, 0, 8.80987398888409, 20.821548799198307, 0]",alhamdulillah ya allah semoga terealisasikan segera pak kuota internet abis gara2 presentasi teruss video call nyari bahan kuliah hmmm,1,7.829667674552109
"[5.1712655378255405, 20.14865820599139, 18.442847059281977, 12.848807946036755, 0, 9.710754667144293]",tetep uang bpp sih dibalikin 50%,1,11.053722236046658
"[0, 21.04566292176771, 0, 0, 0, 16.424541165590494, 28.86007692205497, 16.698537861929953, 20.439488831012753, 17.17747863040405, 14.239074539068866]",moga mahasiswa bijak terhadap penggunaan subsidi yg akan diberikan folded hands,1,12.262260079257164
[0],mantull,0,0.0
"[11.005619920945882, 3.2941699939576594]",april mop,1,7.149894957451771
"[11.570099856662063, 13.296965097814006]",black heart,1,12.433532477238035
"[2.571984058555877, 4.286572904470353, 3.7310697819415335, 24.60614524637703]",i love you pak,1,8.798942997836198
"[27.03235144753129, 12.848807946036755, 10.366388211083422, 0, 4.80375542993005, 7.818518602684832, 20.462859342017907, 21.204059676660677, 15.54404129497309, 6.469985573751192, 0, 4.80375542993005, 7.818518602684832, 5.640816218121829, 23.557310129908487]",ini sih bukan studying from home kalo telkom tapi emang work from home mahasiswanya juga,1,11.22474452702096
[0],mantapppp,0,0.0
"[0, 6.152804392110045, 21.967258484815744, 20.125481828339538, 24.60614524637703, 0, 17.338688784127072, 17.61526886993445, 23.949859845910467]",bentuknya mentahan aja ya pak ehehehehe grinning squinting face,1,14.639500827957148
"[3.854043892199398, 7.142285244436161, 8.748082997111048, 17.17747863040405, 14.239074539068866, 19.187545053085326, 15.858788282581123, 21.701713341458348]",makasih bapa rektor folded hands light skin tone,1,13.488626497543041
"[4.936681767844157, 0, 15.350085281849346, 16.16680262924563, 0, 20.125481828339538, 24.60614524637703, 8.748082997111048, 11.335749165769135, 13.296965097814006]",alhamdulillah dikabulkan terima kasih kebijakannya ya pak rektor red heart,1,11.456599401434989
"[0, 20.14865820599139]",maunya uang,1,10.074329102995694
"[5.2703060756865705, 0, 16.077804316996474]",kapan cairnya min,1,7.116036797561015
"[0, 22.644803515935426, 19.991453332194787, 23.949859845910467, 11.335749165769135, 13.296965097814006]",terbaiqueee loudly crying face red heart,1,15.203138492937304
"[0, 0, 14.599676595500178, 13.901446873578898, 0]",man2l sign of the horns,1,5.700224693815815
"[11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725]",thumbs up thumbs up thumbs up thumbs up thumbs up,1,12.327734023401959
"[12.612567376949887, 7.179746413221072, 4.035925775486613, 12.786423097001768, 4.305255886038621]",kan gini enak jadi semangat,1,8.183983709739593
"[4.936681767844157, 11.243059064742193, 13.412408982061725]",alhamdulillah thumbs up,1,9.864049938216025
"[2.509666691903098, 21.743351687956963, 0]",smk nya enggak,1,8.084339459953354
"[0, 7.496338617675973]",yeaaayyyy fire,1,3.7481693088379866
"[3.5042616587930966, 0]",makassar poltekatim,1,1.7521308293965483
"[8.342834701255844, 24.60614524637703, 2.9766259221425253, 0, 4.981675686369007, 0, 27.058805467637313, 4.552013552899739]",terimakasih pak telah mendengarkan kouta sekarat kami haha,1,9.064762572085183
"[0, 22.34959285909023, 28.347989528796663, 5.806606547564628, 5.806606547564628, 0]",guenakanlah buat yang bagus bagus nak,1,10.385132580502692
[0],asekkkk,0,0.0
"[6.152804392110045, 21.967258484815744, 12.052821119479336, 13.464566986850604]",mentahan aja yaa hehe,1,13.409362745813933
"[0, 7.496338617675973, 7.496338617675973]",wohooooow fire fire,1,4.9975590784506485
[0],mantaappp,0,0.0
"[2.7456885997833442, 22.34959285909023, 7.528971945778206, 7.8227875308722155, 5.8171781301820085, 24.60614524637703, 6.668485919890897]",apakabar buat alumni gagal wisuda pak wkwk,1,11.076978604567705
"[2.571984058555877, 4.286572904470353, 0]",i love kampuskuhh,1,2.2861856543420767
"[7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973]",fire fire fire fire fire,1,7.496338617675972
"[11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006]",red heart red heart red heart red heart,1,12.31635713179157
"[11.457484348113473, 0, 21.967258484815744, 14.558227387131536]",paket sembako aja padahal,1,11.99574255501519
"[0, 24.60614524637703, 0]",jazakallah pak adi,1,8.202048415459009
"[0, 0, 21.204059676660677]",mantip bingitttt telkom,1,7.068019892220225
"[0, 28.86007692205497, 0]",ahh yg benengg,1,9.62002564068499
"[3.3565079204002117, 4.846142869768318, 11.335749165769135, 13.296965097814006, 1.1675680825636792]",mantap bapak red heart sparkles,1,6.80058662726307
"[0, 7.496338617675973, 7.496338617675973]",wooppp fire fire,1,4.9975590784506485
"[4.936681767844157, 17.338688784127072, 17.61526886993445, 23.949859845910467]",alhamdulillah grinning squinting face,1,15.960124816954036
"[12.661551932189285, 22.34959285909023, 0, 0, 15.879250785867304, 11.883281940251178]",boleh buat maen cod ga pa,1,10.462279586233
"[10.162859133519266, 11.648848292607713, 0, 3.2991441938206263]",aku cinta almamaterku bahagia,1,6.277712904986902
"[6.343299476685978, 27.39853095151287, 0, 21.967258484815744, 11.145915243055274, 22.69505775487729]",tf ke dana aja klo bisa,1,14.925010318491195
"[20.125481828339538, 2.824469826181061, 8.342834701255844, 22.644803515935426, 19.991453332194787, 23.949859845910467]",ya allah terimakasih loudly crying face,1,16.31315050830285
[3.3565079204002117],mantap,1,3.3565079204002117
"[0, 0]",dihh enakk,0,0.0
"[8.438466685735833, 27.03235144753129, 10.551355744638256, 28.86007692205497, 6.671322824707636, 0]",nah ini nih yg gua tunggu2,1,13.592262270777995
"[0, 3.1715249170406263, 22.88279881445002, 28.347989528796663, 7.005546090800098, 25.670098798085004, 21.204059676660677, 8.018354496917027, 19.991453332194787, 23.949859845910467, 19.991453332194787, 23.949859845910467]",terharuuu akhirnya ada yang gratis di telkom university crying face crying face,1,17.015249889913388
"[24.60614524637703, 5.728275457232987, 6.5207091992145845, 6.267051866427909, 0]",pak 300rb saldo link aj,1,8.624436353850502
"[2.9710493864656007, 20.400002087964094, 24.60614524637703, 22.34959285909023, 28.038398044701818, 8.795444801449408, 16.424541165590494, 10.902334670101986, 21.967258484815744, 0, 28.038398044701818, 22.644803515935426, 19.991453332194787, 23.949859845910467]",gausah kuota pak buat saya mah subsidi tak aja ikhlas saya loudly crying face,1,17.934234391807063
"[7.618307022385751, 23.11647120433754, 0, 29.67113496319793, 0, 0, 23.557310129908487, 0, 11.9179649275084, 12.812116707248052, 20.821548799198307, 20.442424596227387, 17.17747863040405, 14.239074539068866]",pakk mohon spotify dan netflix premium juga disubsidikan selama masa kuliah online folded hands,1,12.955273679963199
"[23.224061849289537, 0, 21.743351687956963, 14.788501147829427, 20.400002087964094, 0, 0, 13.793051183201154, 0, 3.1779746475787785, 4.254089495745354, 0]",kalau subsisi nya langsung kuota 150 gb dalam 6 bulan asik tu,1,8.448419341630443
"[6.640835041298177, 7.142285244436161, 8.748082997111048, 0, 23.949859845910467, 3.1455834593974443, 8.67479551880497, 5.623267269787831]",sayang bapa rektor pokonya face blowing a kiss,1,7.990588672093262
"[7.528971945778206, 0, 20.125481828339538, 23.949859845910467, 23.611044010781132, 11.081765679534431, 8.742309352925774, 15.793001142749468, 23.949859845910467, 23.611044010781132, 11.081765679534431, 8.742309352925774, 15.793001142749468]",alumni engk ya face with hand over mouth face with hand over mouth,1,14.923877987532332
"[0, 27.72594088605488, 0, 14.182969861874255, 7.496338617675973, 7.496338617675973, 7.496338617675973]",bersinergi untuk membangun negeri fire fire fire,1,9.19970380013672
"[22.34959285909023, 7.528971945778206, 15.154276198608368, 0]",buat alumni dong minnnnnn,1,11.258210250869201
"[24.60614524637703, 27.03235144753129, 10.366388211083422, 0, 12.612567376949887]",pak ini bukan giveaway kan,1,14.923490456388325
"[11.648848292607713, 11.66650972045176, 11.335749165769135, 13.296965097814006]",cinta deh red heart,1,11.987018069160655
[4.936681767844157],alhamdulillah,1,4.936681767844157
"[16.424541165590494, 0, 0, 0, 0, 0, 2.3098333071329953, 0]",subsidi sebanyak banyaknyaa paakk sebayar kuliahnya jugaa paaak,1,2.341796809090436
"[4.936681767844157, 11.243059064742193, 13.412408982061725, 3.3565079204002117, 24.60614524637703]",alhamdulillah thumbs up mantap pak,1,11.510960596285063
"[22.88279881445002, 0, 13.65956464817592, 0, 23.557310129908487, 15.879250785867304, 11.883281940251178, 28.038398044701818, 16.160470069993472, 8.727164529072969, 0, 10.548506411991664]",ada opsi wifi dibayarin juga ga pa saya pake provider xl sedih,1,12.611395447867737
"[8.342834701255844, 11.883281940251178, 28.038398044701818, 14.298290672686512, 0, 18.832596729223045, 16.424541165590494, 17.030621719722305, 21.204059676660677, 29.67113496319793, 1.506533030854926, 0, 0, 0, 29.67113496319793, 20.442424596227387, 10.742883500374685, 28.038398044701818, 13.464566986850604]",terimakasih pa saya sangat terbantu dengan subsidi dari telkom dan dapat melancarkan push rank dan online class saya hehe,1,14.18903688081564
"[11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006]",red heart red heart red heart,1,12.31635713179157
"[0, 23.557310129908487, 14.733252144536689, 24.60614524637703]",alumninyaaa juga gak pak,1,15.724176880205551
"[3.3565079204002117, 24.60614524637703, 8.748082997111048]",mantap pak rektor,1,12.236912054629428
[0],saik,0,0.0
